code,time,year,month,day,wind_direction,wind_speed
723090-13754,2023-01-01T00:00:00Z,2023,1,1,226.6944580961164,6.95
723090-13754,2023-01-01T01:00:00Z,2023,1,1,224.62592089927674,6.7
723090-13754,2023-01-01T02:00:00Z,2023,1,1,223.0555079187265,4.466666666666667
723090-13754,2023-01-01T03:00:00Z,2023,1,1,220,3.1
723090-13754,2023-01-01T04:00:00Z,2023,1,1,220,3.1
723090-13754,2023-01-01T05:00:00Z,2023,1,1,230,3.4333333333333336
723090-13754,2023-01-01T06:00:00Z,2023,1,1,243.32956305530226,3.1
723090-13754,2023-01-01T07:00:00Z,2023,1,1,280,2.1
723090-13754,2023-01-01T08:00:00Z,2023,1,1,273.12844103449874,2.7666666666666666
723090-13754,2023-01-01T09:00:00Z,2023,1,1,280,3.6
723090-13754,2023-01-01T10:00:00Z,2023,1,1,280,2.6
723090-13754,2023-01-01T11:00:00Z,2023,1,1,280,2.1
723090-13754,2023-01-01T12:00:00Z,2023,1,1,209.99999999999997,1.5
723090-13754,2023-01-01T13:00:00Z,2023,1,1,245.5772816429556,2.05
723090-13754,2023-01-01T14:00:00Z,2023,1,1,260,2.6
723090-13754,2023-01-01T15:00:00Z,2023,1,1,270,3.1
723090-13754,2023-01-01T16:00:00Z,2023,1,1,300,3.1
723090-13754,2023-01-01T17:00:00Z,2023,1,1,330,4.1
723090-13754,2023-01-01T18:00:00Z,2023,1,1,310,3.6
723090-13754,2023-01-01T19:00:00Z,2023,1,1,340,2.6
723090-13754,2023-01-01T20:00:00Z,2023,1,1,NA,0
723090-13754,2023-01-01T21:00:00Z,2023,1,1,209.99999999999997,1.5
723090-13754,2023-01-01T22:00:00Z,2023,1,1,119.99999999999999,1.5
723090-13754,2023-01-01T23:00:00Z,2023,1,1,NA,0
723090-13754,2023-01-02T00:00:00Z,2023,1,2,239.99999999999994,2.1
723090-13754,2023-01-02T01:00:00Z,2023,1,2,220,1.5
723090-13754,2023-01-02T02:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T03:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T04:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T05:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T06:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T07:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T08:00:00Z,2023,1,2,260,0.21428571428571427
723090-13754,2023-01-02T09:00:00Z,2023,1,2,233.32956305530232,0.5625
723090-13754,2023-01-02T10:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T11:00:00Z,2023,1,2,160,0.13636363636363635
723090-13754,2023-01-02T12:00:00Z,2023,1,2,NA,0
723090-13754,2023-01-02T13:00:00Z,2023,1,2,267.5570273382947,0.9
723090-13754,2023-01-02T14:00:00Z,2023,1,2,243.67506201409913,1.7
723090-13754,2023-01-02T15:00:00Z,2023,1,2,246.783807987481,1.42
723090-13754,2023-01-02T16:00:00Z,2023,1,2,NA,1.5
723090-13754,2023-01-02T17:00:00Z,2023,1,2,230,3.1
723090-13754,2023-01-02T18:00:00Z,2023,1,2,249.99999999999994,3.6
723090-13754,2023-01-02T19:00:00Z,2023,1,2,249.99999999999994,2.6
723090-13754,2023-01-02T20:00:00Z,2023,1,2,239.99999999999994,2.6
723090-13754,2023-01-02T21:00:00Z,2023,1,2,209.99999999999997,1.5
723090-13754,2023-01-02T22:00:00Z,2023,1,2,190,2.1
723090-13754,2023-01-02T23:00:00Z,2023,1,2,190,2.1
723090-13754,2023-01-03T00:00:00Z,2023,1,3,NA,0
723090-13754,2023-01-03T01:00:00Z,2023,1,3,218.21772945902472,1.7
723090-13754,2023-01-03T02:00:00Z,2023,1,3,230,2.1
723090-13754,2023-01-03T03:00:00Z,2023,1,3,227.59225315425445,2.2
723090-13754,2023-01-03T04:00:00Z,2023,1,3,151.7833311629367,1.2555555555555555
723090-13754,2023-01-03T05:00:00Z,2023,1,3,213.61036531300314,1.1571428571428573
723090-13754,2023-01-03T06:00:00Z,2023,1,3,243.12844103449874,2.075
723090-13754,2023-01-03T07:00:00Z,2023,1,3,220,3.1
723090-13754,2023-01-03T08:00:00Z,2023,1,3,220,2.1
723090-13754,2023-01-03T09:00:00Z,2023,1,3,NA,0
723090-13754,2023-01-03T10:00:00Z,2023,1,3,NA,0
723090-13754,2023-01-03T11:00:00Z,2023,1,3,NA,0
723090-13754,2023-01-03T12:00:00Z,2023,1,3,134.164604007647,0.6
723090-13754,2023-01-03T13:00:00Z,2023,1,3,180,2.1
723090-13754,2023-01-03T14:00:00Z,2023,1,3,190,3.6
723090-13754,2023-01-03T15:00:00Z,2023,1,3,200,3.1
723090-13754,2023-01-03T16:00:00Z,2023,1,3,220,7.2
723090-13754,2023-01-03T17:00:00Z,2023,1,3,230,7.7
723090-13754,2023-01-03T18:00:00Z,2023,1,3,230,7.7
723090-13754,2023-01-03T19:00:00Z,2023,1,3,209.99999999999997,7.7
723090-13754,2023-01-03T20:00:00Z,2023,1,3,200,6.2
723090-13754,2023-01-03T21:00:00Z,2023,1,3,209.99999999999997,4.1
723090-13754,2023-01-03T22:00:00Z,2023,1,3,190,3.1
723090-13754,2023-01-03T23:00:00Z,2023,1,3,199.99999999999997,4.1
723090-13754,2023-01-04T00:00:00Z,2023,1,4,209.99999999999997,4.6
723090-13754,2023-01-04T01:00:00Z,2023,1,4,199.99999999999997,3.6
723090-13754,2023-01-04T02:00:00Z,2023,1,4,209.99999999999997,3.1
723090-13754,2023-01-04T03:00:00Z,2023,1,4,199.99999999999997,4.1
723090-13754,2023-01-04T04:00:00Z,2023,1,4,209.99999999999997,3.1
723090-13754,2023-01-04T05:00:00Z,2023,1,4,209.99999999999997,2.1
723090-13754,2023-01-04T06:00:00Z,2023,1,4,220,2.35
723090-13754,2023-01-04T07:00:00Z,2023,1,4,189.11386085337017,2.85
723090-13754,2023-01-04T08:00:00Z,2023,1,4,190,2.1
723090-13754,2023-01-04T09:00:00Z,2023,1,4,180,4.4
723090-13754,2023-01-04T10:00:00Z,2023,1,4,209.99999999999997,5.7
723090-13754,2023-01-04T11:00:00Z,2023,1,4,220,4.85
723090-13754,2023-01-04T12:00:00Z,2023,1,4,225.0383687732975,4.8
723090-13754,2023-01-04T13:00:00Z,2023,1,4,220,4.9
723090-13754,2023-01-04T14:00:00Z,2023,1,4,209.99999999999997,3.6
723090-13754,2023-01-04T15:00:00Z,2023,1,4,209.99999999999997,4.85
723090-13754,2023-01-04T16:00:00Z,2023,1,4,213.33016622313204,6.666666666666666
723090-13754,2023-01-04T17:00:00Z,2023,1,4,213.26096040972456,7.9125000000000005
723090-13754,2023-01-04T18:00:00Z,2023,1,4,199.28275855521292,6.8500000000000005
723090-13754,2023-01-04T19:00:00Z,2023,1,4,229.54448752583642,9.25
723090-13754,2023-01-04T20:00:00Z,2023,1,4,232.82308819129287,7.75
723090-13754,2023-01-04T21:00:00Z,2023,1,4,199.99999999999997,4.1
723090-13754,2023-01-04T22:00:00Z,2023,1,4,199.99999999999997,5.1
723090-13754,2023-01-04T23:00:00Z,2023,1,4,190,3.6
723090-13754,2023-01-05T00:00:00Z,2023,1,5,190,3.6
723090-13754,2023-01-05T01:00:00Z,2023,1,5,199.99999999999997,4.6
723090-13754,2023-01-05T02:00:00Z,2023,1,5,199.99999999999997,5.1
723090-13754,2023-01-05T03:00:00Z,2023,1,5,220,7.2
723090-13754,2023-01-05T04:00:00Z,2023,1,5,220,5.1
723090-13754,2023-01-05T05:00:00Z,2023,1,5,220,5.1
723090-13754,2023-01-05T06:00:00Z,2023,1,5,220,3.6
723090-13754,2023-01-05T07:00:00Z,2023,1,5,230,4.1
723090-13754,2023-01-05T08:00:00Z,2023,1,5,239.34400322348688,3.8499999999999996
723090-13754,2023-01-05T09:00:00Z,2023,1,5,230,2.6
723090-13754,2023-01-05T10:00:00Z,2023,1,5,209.99999999999997,2.6
723090-13754,2023-01-05T11:00:00Z,2023,1,5,270,4.766666666666667
723090-13754,2023-01-05T12:00:00Z,2023,1,5,280,4.1
723090-13754,2023-01-05T13:00:00Z,2023,1,5,270,2.6
723090-13754,2023-01-05T14:00:00Z,2023,1,5,260,4.15
723090-13754,2023-01-05T15:00:00Z,2023,1,5,249.99999999999994,5.1
723090-13754,2023-01-05T16:00:00Z,2023,1,5,249.99999999999994,5.1
723090-13754,2023-01-05T17:00:00Z,2023,1,5,209.99999999999997,5.7
723090-13754,2023-01-05T18:00:00Z,2023,1,5,209.99999999999997,5.1
723090-13754,2023-01-05T19:00:00Z,2023,1,5,230,4.6
723090-13754,2023-01-05T20:00:00Z,2023,1,5,260,7.7
723090-13754,2023-01-05T21:00:00Z,2023,1,5,209.99999999999997,3.1
723090-13754,2023-01-05T22:00:00Z,2023,1,5,190,2.6
723090-13754,2023-01-05T23:00:00Z,2023,1,5,209.99999999999997,3.1
723090-13754,2023-01-06T00:00:00Z,2023,1,6,209.99999999999997,3.6
723090-13754,2023-01-06T01:00:00Z,2023,1,6,220,3.6
723090-13754,2023-01-06T02:00:00Z,2023,1,6,230,3.6
723090-13754,2023-01-06T03:00:00Z,2023,1,6,239.99999999999994,4.1
723090-13754,2023-01-06T04:00:00Z,2023,1,6,239.99999999999994,4.6
723090-13754,2023-01-06T05:00:00Z,2023,1,6,249.99999999999994,5.1
723090-13754,2023-01-06T06:00:00Z,2023,1,6,239.99999999999994,5.1
723090-13754,2023-01-06T07:00:00Z,2023,1,6,249.99999999999994,5.1
723090-13754,2023-01-06T08:00:00Z,2023,1,6,260,6.7
723090-13754,2023-01-06T09:00:00Z,2023,1,6,260,5.1
723090-13754,2023-01-06T10:00:00Z,2023,1,6,260,4.6
723090-13754,2023-01-06T11:00:00Z,2023,1,6,260,4.6
723090-13754,2023-01-06T12:00:00Z,2023,1,6,270,4.6
723090-13754,2023-01-06T13:00:00Z,2023,1,6,290,4.1
723090-13754,2023-01-06T14:00:00Z,2023,1,6,300,5.1
723090-13754,2023-01-06T15:00:00Z,2023,1,6,310,3.6
723090-13754,2023-01-06T16:00:00Z,2023,1,6,280,4.1
723090-13754,2023-01-06T17:00:00Z,2023,1,6,290,3.6
723090-13754,2023-01-06T18:00:00Z,2023,1,6,290,6.7
723090-13754,2023-01-06T19:00:00Z,2023,1,6,280,5.1
723090-13754,2023-01-06T20:00:00Z,2023,1,6,300,4.6
723090-13754,2023-01-06T21:00:00Z,2023,1,6,290,4.1
723090-13754,2023-01-06T22:00:00Z,2023,1,6,290,3.1
723090-13754,2023-01-06T23:00:00Z,2023,1,6,290,2.6
723090-13754,2023-01-07T00:00:00Z,2023,1,7,290,1.5
723090-13754,2023-01-07T01:00:00Z,2023,1,7,290,2.1
723090-13754,2023-01-07T02:00:00Z,2023,1,7,239.99999999999994,2.1
723090-13754,2023-01-07T03:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T04:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T05:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T06:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T07:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T08:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T09:00:00Z,2023,1,7,310,1.5
723090-13754,2023-01-07T10:00:00Z,2023,1,7,330,2.6
723090-13754,2023-01-07T11:00:00Z,2023,1,7,360,1.5
723090-13754,2023-01-07T12:00:00Z,2023,1,7,360,3.1
723090-13754,2023-01-07T13:00:00Z,2023,1,7,360,3.6
723090-13754,2023-01-07T14:00:00Z,2023,1,7,40,1.5
723090-13754,2023-01-07T15:00:00Z,2023,1,7,10.000000000000002,2.1
723090-13754,2023-01-07T16:00:00Z,2023,1,7,330,4.1
723090-13754,2023-01-07T17:00:00Z,2023,1,7,310,3.1
723090-13754,2023-01-07T18:00:00Z,2023,1,7,10,4.1
723090-13754,2023-01-07T19:00:00Z,2023,1,7,349.99999999999994,3.1
723090-13754,2023-01-07T20:00:00Z,2023,1,7,360,2.6
723090-13754,2023-01-07T21:00:00Z,2023,1,7,270,2.1
723090-13754,2023-01-07T22:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-07T23:00:00Z,2023,1,7,NA,0
723090-13754,2023-01-08T00:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T01:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T02:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T03:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T04:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T05:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T06:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T07:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T08:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T09:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T10:00:00Z,2023,1,8,20,1.3
723090-13754,2023-01-08T11:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T12:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T13:00:00Z,2023,1,8,50,1.5
723090-13754,2023-01-08T14:00:00Z,2023,1,8,NA,0
723090-13754,2023-01-08T15:00:00Z,2023,1,8,110,2.1
723090-13754,2023-01-08T16:00:00Z,2023,1,8,40,2.6
723090-13754,2023-01-08T17:00:00Z,2023,1,8,NA,1.5
723090-13754,2023-01-08T18:00:00Z,2023,1,8,160,3.1
723090-13754,2023-01-08T19:00:00Z,2023,1,8,170,2.6
723090-13754,2023-01-08T20:00:00Z,2023,1,8,140,1.5
723090-13754,2023-01-08T21:00:00Z,2023,1,8,70,2.6
723090-13754,2023-01-08T22:00:00Z,2023,1,8,80,4.1
723090-13754,2023-01-08T23:00:00Z,2023,1,8,100,2.1
723090-13754,2023-01-09T00:00:00Z,2023,1,9,70,2.6
723090-13754,2023-01-09T01:00:00Z,2023,1,9,49.99999999999999,2.6
723090-13754,2023-01-09T02:00:00Z,2023,1,9,20,1.5
723090-13754,2023-01-09T03:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-09T04:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-09T05:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-09T06:00:00Z,2023,1,9,249.99999999999994,1.5
723090-13754,2023-01-09T07:00:00Z,2023,1,9,323.09771799825,7.2
723090-13754,2023-01-09T08:00:00Z,2023,1,9,332.5508242571975,6
723090-13754,2023-01-09T09:00:00Z,2023,1,9,320,2.6
723090-13754,2023-01-09T10:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-09T11:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-09T12:00:00Z,2023,1,9,290,1.5
723090-13754,2023-01-09T13:00:00Z,2023,1,9,300,4.1
723090-13754,2023-01-09T14:00:00Z,2023,1,9,330,8.2
723090-13754,2023-01-09T15:00:00Z,2023,1,9,330,7.2
723090-13754,2023-01-09T16:00:00Z,2023,1,9,320,7.7
723090-13754,2023-01-09T17:00:00Z,2023,1,9,349.99999999999994,7.2
723090-13754,2023-01-09T18:00:00Z,2023,1,9,330,6.7
723090-13754,2023-01-09T19:00:00Z,2023,1,9,340,7.2
723090-13754,2023-01-09T20:00:00Z,2023,1,9,340,5.7
723090-13754,2023-01-09T21:00:00Z,2023,1,9,310,3.6
723090-13754,2023-01-09T22:00:00Z,2023,1,9,310,2.1
723090-13754,2023-01-09T23:00:00Z,2023,1,9,NA,0
723090-13754,2023-01-10T00:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T01:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T02:00:00Z,2023,1,10,239.99999999999994,1.5
723090-13754,2023-01-10T03:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T04:00:00Z,2023,1,10,130,1.5
723090-13754,2023-01-10T05:00:00Z,2023,1,10,244.99999999999994,1
723090-13754,2023-01-10T06:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T07:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T08:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T09:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T10:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T11:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T12:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T13:00:00Z,2023,1,10,270,1.5
723090-13754,2023-01-10T14:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T15:00:00Z,2023,1,10,230,1.5
723090-13754,2023-01-10T16:00:00Z,2023,1,10,260,3.1
723090-13754,2023-01-10T17:00:00Z,2023,1,10,270,3.6
723090-13754,2023-01-10T18:00:00Z,2023,1,10,230,3.1
723090-13754,2023-01-10T19:00:00Z,2023,1,10,270,3.1
723090-13754,2023-01-10T20:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-10T21:00:00Z,2023,1,10,59.99999999999999,2.1
723090-13754,2023-01-10T22:00:00Z,2023,1,10,170,2.1
723090-13754,2023-01-10T23:00:00Z,2023,1,10,NA,0
723090-13754,2023-01-11T00:00:00Z,2023,1,11,110,2.1
723090-13754,2023-01-11T01:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T02:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T03:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T04:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T05:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T06:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T07:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T08:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T09:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T10:00:00Z,2023,1,11,29.999999999999996,1.5
723090-13754,2023-01-11T11:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T12:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T13:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T14:00:00Z,2023,1,11,90,3.6
723090-13754,2023-01-11T15:00:00Z,2023,1,11,70,1.5
723090-13754,2023-01-11T16:00:00Z,2023,1,11,70,1.5
723090-13754,2023-01-11T17:00:00Z,2023,1,11,40,4.6
723090-13754,2023-01-11T18:00:00Z,2023,1,11,70,3.6
723090-13754,2023-01-11T19:00:00Z,2023,1,11,70,3.1
723090-13754,2023-01-11T20:00:00Z,2023,1,11,80,3.1
723090-13754,2023-01-11T21:00:00Z,2023,1,11,59.99999999999999,2.1
723090-13754,2023-01-11T22:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-11T23:00:00Z,2023,1,11,NA,0
723090-13754,2023-01-12T00:00:00Z,2023,1,12,110,2.1
723090-13754,2023-01-12T01:00:00Z,2023,1,12,119.99999999999999,3.1
723090-13754,2023-01-12T02:00:00Z,2023,1,12,140,2.1
723090-13754,2023-01-12T03:00:00Z,2023,1,12,59.99999999999999,1.5
723090-13754,2023-01-12T04:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T05:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T06:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T07:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T08:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T09:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T10:00:00Z,2023,1,12,NA,0
723090-13754,2023-01-12T11:00:00Z,2023,1,12,170,2.6
723090-13754,2023-01-12T12:00:00Z,2023,1,12,180,1.5
723090-13754,2023-01-12T13:00:00Z,2023,1,12,180,2.1
723090-13754,2023-01-12T14:00:00Z,2023,1,12,190,3.6
723090-13754,2023-01-12T15:00:00Z,2023,1,12,209.99999999999997,5.1
723090-13754,2023-01-12T16:00:00Z,2023,1,12,209.99999999999997,6.7
723090-13754,2023-01-12T17:00:00Z,2023,1,12,209.99999999999997,7.7
723090-13754,2023-01-12T18:00:00Z,2023,1,12,220,7.7
723090-13754,2023-01-12T19:00:00Z,2023,1,12,209.99999999999997,7.2
723090-13754,2023-01-12T20:00:00Z,2023,1,12,209.99999999999997,6.7
723090-13754,2023-01-12T21:00:00Z,2023,1,12,199.99999999999997,4.1
723090-13754,2023-01-12T22:00:00Z,2023,1,12,199.99999999999997,5.1
723090-13754,2023-01-12T23:00:00Z,2023,1,12,190,5.7
723090-13754,2023-01-13T00:00:00Z,2023,1,13,220,5.1
723090-13754,2023-01-13T01:00:00Z,2023,1,13,209.99999999999997,4.1
723090-13754,2023-01-13T02:00:00Z,2023,1,13,220,5.7
723090-13754,2023-01-13T03:00:00Z,2023,1,13,199.99999999999997,6.7
723090-13754,2023-01-13T04:00:00Z,2023,1,13,199.99999999999997,6.7
723090-13754,2023-01-13T05:00:00Z,2023,1,13,190,7.533333333333333
723090-13754,2023-01-13T06:00:00Z,2023,1,13,218.6525086211059,9.58
723090-13754,2023-01-13T07:00:00Z,2023,1,13,238.6379528471287,8.233333333333334
723090-13754,2023-01-13T08:00:00Z,2023,1,13,220.72888286318303,4.65
723090-13754,2023-01-13T09:00:00Z,2023,1,13,170,6.2
723090-13754,2023-01-13T10:00:00Z,2023,1,13,209.99999999999997,4.6
723090-13754,2023-01-13T11:00:00Z,2023,1,13,230,3.6
723090-13754,2023-01-13T12:00:00Z,2023,1,13,249.99999999999994,5.7
723090-13754,2023-01-13T13:00:00Z,2023,1,13,260,6.7
723090-13754,2023-01-13T14:00:00Z,2023,1,13,239.99999999999994,5.1
723090-13754,2023-01-13T15:00:00Z,2023,1,13,260,5.7
723090-13754,2023-01-13T16:00:00Z,2023,1,13,290,2.6
723090-13754,2023-01-13T17:00:00Z,2023,1,13,230,3.1
723090-13754,2023-01-13T18:00:00Z,2023,1,13,248.05789955029297,2.6
723090-13754,2023-01-13T19:00:00Z,2023,1,13,342.3177245180034,5.166666666666667
723090-13754,2023-01-13T20:00:00Z,2023,1,13,320,5.1
723090-13754,2023-01-13T21:00:00Z,2023,1,13,325,6.2
723090-13754,2023-01-13T22:00:00Z,2023,1,13,320,3.6
723090-13754,2023-01-13T23:00:00Z,2023,1,13,310,3.6
723090-13754,2023-01-14T00:00:00Z,2023,1,14,300,4.1
723090-13754,2023-01-14T01:00:00Z,2023,1,14,329.99999999999994,4.6
723090-13754,2023-01-14T02:00:00Z,2023,1,14,19.999999999999996,3.1
723090-13754,2023-01-14T03:00:00Z,2023,1,14,40,3.6
723090-13754,2023-01-14T04:00:00Z,2023,1,14,20,4.1
723090-13754,2023-01-14T05:00:00Z,2023,1,14,349.99999999999994,4.6
723090-13754,2023-01-14T06:00:00Z,2023,1,14,360,6.533333333333333
723090-13754,2023-01-14T07:00:00Z,2023,1,14,349.99999999999994,6.7
723090-13754,2023-01-14T08:00:00Z,2023,1,14,349.99999999999994,7.7
723090-13754,2023-01-14T09:00:00Z,2023,1,14,349.99999999999994,5.7
723090-13754,2023-01-14T10:00:00Z,2023,1,14,344.14423148973117,6.15
723090-13754,2023-01-14T11:00:00Z,2023,1,14,349.99999999999994,7.2
723090-13754,2023-01-14T12:00:00Z,2023,1,14,349.99999999999994,6.45
723090-13754,2023-01-14T13:00:00Z,2023,1,14,360,8.2
723090-13754,2023-01-14T14:00:00Z,2023,1,14,349.99999999999994,6.7
723090-13754,2023-01-14T15:00:00Z,2023,1,14,355.19429116129567,6.45
723090-13754,2023-01-14T16:00:00Z,2023,1,14,349.99999999999994,8.25
723090-13754,2023-01-14T17:00:00Z,2023,1,14,349.99999999999994,9.3
723090-13754,2023-01-14T18:00:00Z,2023,1,14,349.99999999999994,7.7
723090-13754,2023-01-14T19:00:00Z,2023,1,14,330,10.3
723090-13754,2023-01-14T20:00:00Z,2023,1,14,340,9.3
723090-13754,2023-01-14T21:00:00Z,2023,1,14,340,9.3
723090-13754,2023-01-14T22:00:00Z,2023,1,14,340,8.8
723090-13754,2023-01-14T23:00:00Z,2023,1,14,349.99999999999994,5.7
723090-13754,2023-01-15T00:00:00Z,2023,1,15,349.99999999999994,5.1
723090-13754,2023-01-15T01:00:00Z,2023,1,15,349.99999999999994,7.7
723090-13754,2023-01-15T02:00:00Z,2023,1,15,340,7.2
723090-13754,2023-01-15T03:00:00Z,2023,1,15,340,8.2
723090-13754,2023-01-15T04:00:00Z,2023,1,15,300,4.1
723090-13754,2023-01-15T05:00:00Z,2023,1,15,320,7.2
723090-13754,2023-01-15T06:00:00Z,2023,1,15,320,8.8
723090-13754,2023-01-15T07:00:00Z,2023,1,15,320,9.3
723090-13754,2023-01-15T08:00:00Z,2023,1,15,330,11.8
723090-13754,2023-01-15T09:00:00Z,2023,1,15,340,10.3
723090-13754,2023-01-15T10:00:00Z,2023,1,15,340,7.7
723090-13754,2023-01-15T11:00:00Z,2023,1,15,349.99999999999994,8.2
723090-13754,2023-01-15T12:00:00Z,2023,1,15,340,8.2
723090-13754,2023-01-15T13:00:00Z,2023,1,15,340,7.7
723090-13754,2023-01-15T14:00:00Z,2023,1,15,340,8.2
723090-13754,2023-01-15T15:00:00Z,2023,1,15,310,8.8
723090-13754,2023-01-15T16:00:00Z,2023,1,15,320,5.7
723090-13754,2023-01-15T17:00:00Z,2023,1,15,310,6.2
723090-13754,2023-01-15T18:00:00Z,2023,1,15,300,6.7
723090-13754,2023-01-15T19:00:00Z,2023,1,15,320,5.7
723090-13754,2023-01-15T20:00:00Z,2023,1,15,310,4.6
723090-13754,2023-01-15T21:00:00Z,2023,1,15,340,5.1
723090-13754,2023-01-15T22:00:00Z,2023,1,15,330,3.1
723090-13754,2023-01-15T23:00:00Z,2023,1,15,330,2.1
723090-13754,2023-01-16T00:00:00Z,2023,1,16,349.99999999999994,3.1
723090-13754,2023-01-16T01:00:00Z,2023,1,16,260,2.1
723090-13754,2023-01-16T02:00:00Z,2023,1,16,NA,0
723090-13754,2023-01-16T03:00:00Z,2023,1,16,310,2.1
723090-13754,2023-01-16T04:00:00Z,2023,1,16,NA,0
723090-13754,2023-01-16T05:00:00Z,2023,1,16,249.99999999999994,2.1
723090-13754,2023-01-16T06:00:00Z,2023,1,16,290,1.5
723090-13754,2023-01-16T07:00:00Z,2023,1,16,300,2.6
723090-13754,2023-01-16T08:00:00Z,2023,1,16,290,3.1
723090-13754,2023-01-16T09:00:00Z,2023,1,16,310,2.1
723090-13754,2023-01-16T10:00:00Z,2023,1,16,310,3.6
723090-13754,2023-01-16T11:00:00Z,2023,1,16,300,2.6
723090-13754,2023-01-16T12:00:00Z,2023,1,16,300,3.1
723090-13754,2023-01-16T13:00:00Z,2023,1,16,310,3.6
723090-13754,2023-01-16T14:00:00Z,2023,1,16,349.99999999999994,5.1
723090-13754,2023-01-16T15:00:00Z,2023,1,16,330,5.1
723090-13754,2023-01-16T16:00:00Z,2023,1,16,330,4.1
723090-13754,2023-01-16T17:00:00Z,2023,1,16,290,2.6
723090-13754,2023-01-16T18:00:00Z,2023,1,16,320,3.6
723090-13754,2023-01-16T19:00:00Z,2023,1,16,280,5.7
723090-13754,2023-01-16T20:00:00Z,2023,1,16,300,4.1
723090-13754,2023-01-16T21:00:00Z,2023,1,16,270,3.1
723090-13754,2023-01-16T22:00:00Z,2023,1,16,230,2.6
723090-13754,2023-01-16T23:00:00Z,2023,1,16,230,2.1
723090-13754,2023-01-17T00:00:00Z,2023,1,17,230,2.1
723090-13754,2023-01-17T01:00:00Z,2023,1,17,220,2.1
723090-13754,2023-01-17T02:00:00Z,2023,1,17,239.99999999999994,2.6
723090-13754,2023-01-17T03:00:00Z,2023,1,17,NA,0
723090-13754,2023-01-17T04:00:00Z,2023,1,17,100,2.1
723090-13754,2023-01-17T05:00:00Z,2023,1,17,NA,0
